,processed_sentence,vader_scores,polarity_value
12112,"ok , for a notepad , but not the most ideal if u like to be organize .","{'neg': 0.188, 'neu': 0.659, 'pos': 0.153, 'compound': -0.1875}",negative
12113,so far so good .,"{'neg': 0.0, 'neu': 0.424, 'pos': 0.576, 'compound': 0.6213}",positive
12114,so far work great .,"{'neg': 0.0, 'neu': 0.407, 'pos': 0.593, 'compound': 0.6557}",positive
12115,love it,"{'neg': 0.0, 'neu': 0.192, 'pos': 0.808, 'compound': 0.6369}",positive
12116,"i like the fact that i can put everything i need to do on the task list and it stay there forever , but then i have a small widget that just show i what i be focus on in the moment so it be not overwhelming . i also like be able to prioritize my task in the a b and c category . it be also good to be able to sync my calendar with my family 's , but sometimes when i turn to the calendar it have trouble display the multiple appointment especially if they overlap .","{'neg': 0.034, 'neu': 0.851, 'pos': 0.116, 'compound': 0.8271}",positive
12117,this be a decent app for keep track event and appointment .,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
12118,nice,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4215}",positive
12119,"the ease of use for everyday thing be great , i have a note pad , task pad and calendar and i just set a task to call back a customer after hrs .. sure it might note be a flashy business planner but if you just want something to remind you of event store something quickly for later reference , what more do you need , so far any ad have not be intrusive the main reason people stop use these kind of app","{'neg': 0.033, 'neu': 0.879, 'pos': 0.088, 'compound': 0.3818}",positive
12120,any chance of get a widget for the calendar ? ? ? ? ? love the dark mode !,"{'neg': 0.0, 'neu': 0.596, 'pos': 0.404, 'compound': 0.8152}",positive
12121,"do not replace my default calendar but do have extra feature that take it from "" calendar / scheduler "" to "" planner "" . great product .","{'neg': 0.0, 'neu': 0.761, 'pos': 0.239, 'compound': 0.7684}",positive
12122,would be nice to have the ability to add more tab ......,"{'neg': 0.0, 'neu': 0.638, 'pos': 0.362, 'compound': 0.6249}",positive
12123,good app to use . i 've be bullet journale by hand but move back to digital and this be the good i find to transition . early day but so far so good,"{'neg': 0.0, 'neu': 0.636, 'pos': 0.364, 'compound': 0.9473}",positive
12124,good help,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.6808}",positive
12125,good planner apps,"{'neg': 0.0, 'neu': 0.408, 'pos': 0.592, 'compound': 0.4404}",positive
12126,very good reminder,"{'neg': 0.0, 'neu': 0.385, 'pos': 0.615, 'compound': 0.4927}",positive
12127,i would subscribe in the app if it support right - to - leave language such as arabic . when i switch my mobile to arabic the text in the widget mix up with button .,"{'neg': 0.0, 'neu': 0.921, 'pos': 0.079, 'compound': 0.3612}",positive
12128,i have be use this app for year . what l especially like be the simplicity of use ..,"{'neg': 0.0, 'neu': 0.721, 'pos': 0.279, 'compound': 0.6997}",positive
12129,easy to use app . allow i to keep track of my busy schedule .,"{'neg': 0.0, 'neu': 0.805, 'pos': 0.195, 'compound': 0.4404}",positive
12130,i like the app . i use the weekly planner widget thw most so it be easy to get organize . it sync with google calendar . the only reason i be not give it a 5 star be becauae after an update it stop update the week on my screen and i have to search for the right week everytime .,"{'neg': 0.062, 'neu': 0.85, 'pos': 0.088, 'compound': 0.3874}",positive
12131,"if you be familiar with stephen covey 's product suite , you 'll find this tool to be an essential time management companion . the interface be similar to the paper base system . the application provide field for task , event , etc . there be support priority and notification feature aid in the arrangement and alerting of task . the application would benefit from improvement with the synchronization of task across multiple device .","{'neg': 0.0, 'neu': 0.883, 'pos': 0.117, 'compound': 0.802}",positive
12132,easy to navigate,"{'neg': 0.0, 'neu': 0.408, 'pos': 0.592, 'compound': 0.4404}",positive
12133,good interface but recent tech issue . app slow to open .,"{'neg': 0.0, 'neu': 0.822, 'pos': 0.178, 'compound': 0.2382}",positive
12134,just use basic to track milage . work fine .,"{'neg': 0.0, 'neu': 0.795, 'pos': 0.205, 'compound': 0.2023}",positive
12135,"i like the app , and use it for everything . my one complaint be the search mechanism do not always work ; i would like it to show all item that match the search request .","{'neg': 0.059, 'neu': 0.806, 'pos': 0.134, 'compound': 0.4215}",positive
12136,i love that the app interface be so easy to use . the reason i do not give it 5 star be because you can not export note . it would be ideal if that could be do .,"{'neg': 0.0, 'neu': 0.732, 'pos': 0.268, 'compound': 0.907}",positive
12137,"i be use 2 calender and 1 to do planner not include this . all have their pro and function i want , yet they be different in style . this be one of the good . i just love use the week view see at one shot , time of event lay out in planner , include note on that day with pic upload if need . it sync with my anydo planner which have a calender . but i just love how i can use this a bit differently for scheduling . good if only it have a daily mood tracker add in the note function .","{'neg': 0.0, 'neu': 0.837, 'pos': 0.163, 'compound': 0.9581}",positive
12138,"this be the only app that do what it do and i love the functionality . the only problem be the app be quite buggy and i have not see or notice any update in year . would also be nice if there be a website to go with it . i be finally give up and move to day by day which leverage google calendar and google task . if google would just incorporate task into its calendar well , that would do it all .","{'neg': 0.03, 'neu': 0.833, 'pos': 0.137, 'compound': 0.8625}",positive
12139,great app . i would rate it a 5 but there be an error where my complete task become unchecked constantly cause it to keep on become an unfinished task and it be annoying .,"{'neg': 0.189, 'neu': 0.744, 'pos': 0.068, 'compound': -0.6757}",negative
12140,"i have a problem with upgrade to premium . they be quick with their response and fix the problem right away . it be a good app for those familiar with the franklin covey system , and sync well across device .","{'neg': 0.124, 'neu': 0.76, 'pos': 0.115, 'compound': -0.1027}",negative
12141,good,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",positive
12142,"after purchase the pro version and having use this calendar app for almost 2 to 3 year now , i have grow to truly love it . it mimick as close to the franklin covey planner 's to any app out there i have find and this be what have draw i to it . i be increase my rating to 4 star , because i have really have time to utilize all aspect of this calendar and i love that it will sink with my google calendar and other calendar . i love this app , i only wish it could print .","{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.9595}",positive
12143,great app,"{'neg': 0.0, 'neu': 0.196, 'pos': 0.804, 'compound': 0.6249}",positive
12144,osm osm osm osm,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
12145,great app and the only flaw i see be that you can not yet export your datum . please make it so you can export datum to something like pdf or something so i can save my entry forever,"{'neg': 0.0, 'neu': 0.727, 'pos': 0.273, 'compound': 0.9074}",positive
12146,so far the good planner app i ever come across . room for improvement i.e. to be accessible on pc as if some other app do .,"{'neg': 0.0, 'neu': 0.755, 'pos': 0.245, 'compound': 0.8158}",positive
12147,"event sometimes take a while to show up on the day you select for they , other time a certain day will not be selectable . choose midnight as an end time for an event do not seem to work .","{'neg': 0.0, 'neu': 0.945, 'pos': 0.055, 'compound': 0.2732}",positive
12148,"i love this app ! i have the pro version and the layout be very clean and organized . however , only 4 star because it do not work on multiple device .","{'neg': 0.0, 'neu': 0.783, 'pos': 0.217, 'compound': 0.8169}",positive
12149,it be what i have look for for some time . i wish it could sync'd across multiple device .,"{'neg': 0.0, 'neu': 0.863, 'pos': 0.137, 'compound': 0.4019}",positive
12150,i wish i could create note without have to select a date . otherwise so far so nice 🤓,"{'neg': 0.095, 'neu': 0.572, 'pos': 0.334, 'compound': 0.7405}",positive
12151,"i do like the straight forwardness of this system it do what it say on the tin , need to keep develop but in the theme it be in if it get to clever like some system it will loss it be position","{'neg': 0.061, 'neu': 0.723, 'pos': 0.216, 'compound': 0.7579}",positive
12152,well to have a search option for note,"{'neg': 0.0, 'neu': 0.707, 'pos': 0.293, 'compound': 0.4404}",positive
12153,very easy to use . have all i need,"{'neg': 0.0, 'neu': 0.687, 'pos': 0.313, 'compound': 0.4927}",positive
12154,"i would love this app so much more if part of the calendar be not obscure . 
 i do not mind the week number or anything , i just wish i could see both it 
 and the bottom of the calendar clearly .","{'neg': 0.0, 'neu': 0.757, 'pos': 0.243, 'compound': 0.872}",positive
12155,it take time burpt good but it keep get out like you can not login,"{'neg': 0.0, 'neu': 0.698, 'pos': 0.302, 'compound': 0.6369}",positive
12156,"i do not quite get the category for task , i hope there be an option to 
 hide it or remove it .","{'neg': 0.075, 'neu': 0.796, 'pos': 0.128, 'compound': 0.296}",positive
12157,"this app would be so much more useful to i if i could order task by time ! 
 hope you guy can fix this thank you ! great app good job","{'neg': 0.0, 'neu': 0.588, 'pos': 0.412, 'compound': 0.9503}",positive
12158,"cool app , seem to have all i need at this point . my only 2c would be that 
 the widget weekly view should have the option to see the 7 day ahead 
 rather than the current week ; if it be a friday , i do not really care what i 
 do on monday , i wanna know what be happen next monday","{'neg': 0.048, 'neu': 0.913, 'pos': 0.039, 'compound': -0.1393}",negative
12159,"just a couple of thing .... i do not like the fact that the reminder show 
 up multiple time and i wish it have a to do list but other than that ... 
 but other than that so far so good","{'neg': 0.034, 'neu': 0.804, 'pos': 0.162, 'compound': 0.7846}",positive
12160,great,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.6249}",positive
12161,just instal and be like it so far . i do wish there be a way to disable the quote and well utilize that space to see more of my actual calendar . also sub task would be very useful . with those change i might actually be able to downsize the app i use .,"{'neg': 0.0, 'neu': 0.807, 'pos': 0.193, 'compound': 0.8883}",positive
12162,i just need notification   tone more than these and much more long,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
12163,seem like there be a bug when try to sync my note to my dropbox account . would give you 5 star if fix .,"{'neg': 0.0, 'neu': 0.898, 'pos': 0.102, 'compound': 0.3612}",positive
12164,have not find how to sync between two device yet !,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
12165,good job,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",positive
